Feature,Index,SubIndex,Value
Feature 10321,18, EN,0.936625838279724
Feature 10321,25, be,1.2165889739990234
Feature 10321,29, sher,1.3171786069869995
Feature 10321,30, an,1.0301457643508911
Feature 10321,34, IN,1.5496528148651123
Feature 10321,36,TP,0.9820536375045776
Feature 10321,42,TP,1.1971412897109983
Feature 10328,37, interrog,4.461108684539795
Feature 10328,37,ations,2.1421689987182617
Feature 10331,3, by,0.8162103295326233
Feature 10331,14, by,2.460649251937866
Feature 10331,39, by,1.976619839668274
Feature 10332,20, me,0.8942881226539612
Feature 10332,22, them,1.080036163330078
Feature 10332,29, it,3.0127549171447754
Feature 10332,44, them,0.7371885776519775
Feature 10336,6, you,1.3581000566482544
Feature 10336,7, main,0.532087504863739
Feature 10336,16, I,0.7628028988838196
Feature 10336,18, you,1.2945947647094729
Feature 10336,21, we,1.6077916622161863
Feature 10336,38, I,1.585494041442871
Feature 10336,41, she,0.5715082883834839
Feature 10336,43, you,1.5852220058441162
Feature 10338,10, signature,0.6413910388946533
Feature 10338,11, signature,0.8957923650741577
Feature 10340,3, you,0.5370815992355347
Feature 10340,27, song,0.4781384766101837
Feature 10340,32, little,0.9949880838394164
Feature 10340,35, deal,0.95282381772995
Feature 10341,25, to,1.1501213312149048
Feature 10349,42, to,1.5527174472808838
Feature 10349,48, toy,1.0375243425369263
Feature 10349,48, with,1.3388715982437134
Feature 10355,35, seems,1.5267529487609863
Feature 10360,1, Its,5.096556663513184
Feature 10360,10, Its,7.403712272644043
Feature 10360,15, its,7.487636566162109
Feature 10360,39,Its,7.370553016662598
Feature 10360,43, its,8.290912628173828
Feature 10360,50, its,5.536004543304443
Feature 10361,30, nothing,0.4777895808219909
Feature 10361,30, was,0.983768880367279
Feature 10364,9, 2,5.034058094024658
Feature 10369,17, are,1.8639225959777832
Feature 10369,18, are,0.7924671769142151
Feature 10369,35, list,0.8293812870979309
Feature 10369,37, go,1.110173225402832
Feature 10369,37, would,1.4572442770004272
Feature 10369,42, are,2.196363925933838
Feature 10369,45, are,1.629588961601257
Feature 10369,45, would,0.8750042915344238
Feature 1037,36,aning,1.2715952396392822
Feature 10371,1, not,0.8163704872131348
Feature 10371,1, to,0.878543496131897
Feature 10371,19, to,1.1658985614776611
Feature 10376,4, a,0.7179896831512451
Feature 10376,10, counts,1.02538800239563
Feature 10376,11, my,1.2612669467926023
Feature 10376,11, who,1.0457075834274292
Feature 10376,13, I,0.5330411195755005
Feature 10376,13, of,0.9177451133728028
Feature 10376,17,ish,1.1291086673736572
Feature 10376,18, from,1.3001751899719238
Feature 10376,18, know,1.4078476428985596
Feature 10376,18, you,0.8218359351158142
Feature 10376,20, thought,0.6488243341445923
Feature 10376,21, know,1.4078476428985596
Feature 10376,22, is,1.3438183069229126
Feature 10376,22, on,1.0937731266021729
Feature 10376,22, the,0.7890543937683105
Feature 10376,23, I,0.7738736271858215
Feature 10376,23, a,0.9557863473892212
Feature 10376,23, my,0.8440679311752319
Feature 10376,23, of,1.2046105861663818
Feature 10376,23, rocking,1.436840295791626
Feature 10376,23, shake,1.738952875137329
Feature 10376,23, the,0.9606814384460448
Feature 10376,23, will,0.9141417741775512
Feature 10376,25, I,1.413501501083374
Feature 10376,25, do,0.694678544998169
Feature 10376,25, first,0.6623668670654297
Feature 10376,25, to,0.7163110971450806
Feature 10376,27, as,0.7071495056152344
Feature 10376,27, love,1.004023194313049
Feature 10376,27, me,0.9082614779472352
Feature 10376,27, really,0.8754353523254395
Feature 10376,28, really,0.8022164106369019
Feature 10376,28,okin,1.2342463731765747
Feature 10376,29, EN,1.392279863357544
Feature 10376,29, an,0.4427728056907654
Feature 10376,30, fear,0.7434477806091309
Feature 10376,32,y,1.023109793663025
Feature 10376,33, the,1.150484561920166
Feature 10376,34, a,0.5708467960357666
Feature 10376,34, tell,1.4818040132522583
Feature 10376,38, a,0.5805045366287231
Feature 10376,38, me,1.6769746541976929
Feature 10376,39, I,0.4540582001209259
Feature 10376,39, know,0.6713880300521851
Feature 10376,39, why,0.8262774348258972
Feature 10376,41, always,0.882332980632782
Feature 10376,41, come,0.8046890497207642
Feature 10376,41, me,0.799187183380127
Feature 10376,42, so,0.80265212059021
Feature 10376,48, me,1.1373460292816162
Feature 10376,49, I,1.0977094173431396
Feature 10380,10, Its,0.7750884294509888
Feature 10381,13, A,1.7182800769805908
Feature 10383,4, a,1.1639667749404907
Feature 10388,14, this,0.9758154153823853
Feature 10388,33, this,1.605569839477539
Feature 10388,44, this,1.0956212282180786
Feature 1039,11, the,0.682936429977417
Feature 1039,21, look,0.9356526732444764
Feature 1039,21, the,1.5005258321762085
Feature 10396,44,Oh,0.6575608253479004
Feature 10399,49, course,0.7873838543891907
Feature 104,1, growth,1.3804931640625
Feature 104,9, their,0.6555067300796509
Feature 104,17, this,2.231145143508911
Feature 104,18, your,0.7578906416893005
Feature 104,37, 24,0.8262726068496704
Feature 104,46, my,0.7924168109893799
Feature 10400,1, ,1.0452877283096311
Feature 10400,1, in,1.16790509223938
Feature 10400,13, ,1.0335259437561035
Feature 10400,22, Im,1.29670250415802
Feature 10400,26, Ill,2.528001070022583
Feature 10400,32, I,5.293954372406006
Feature 10400,36, Im,2.2625069618225098
Feature 10400,39, ,1.1687710285186768
Feature 10400,41, D,1.1462266445159912
Feature 10400,41, My,1.4432498216629028
Feature 10400,44, As,0.8052555918693542
Feature 10400,47, ,1.017269492149353
Feature 10400,49, ,0.7372548580169678
Feature 10402,9, see,0.8135249614715576
Feature 10405,2, desk,2.33689022064209
Feature 1041,8,ing,1.0376229286193848
Feature 10411,20, of,1.001334309577942
Feature 10411,24, of,0.8387247323989868
Feature 10411,30, know,3.3712399005889893
Feature 10411,30, me,1.5264214277267456
Feature 10415,33, described,0.5313729047775269
Feature 1042,1, only,2.5586354732513428
Feature 10429,42,p,2.404224872589112
Feature 1043,35, deal,1.1365342140197754
Feature 10430,1, before,0.7798190116882324
Feature 10432,23,s,0.9416881799697876
Feature 10433,6, time,0.8822311162948608
Feature 10433,20, functions,0.6032029390335083
Feature 10433,29, hes,1.7491438388824463
Feature 10433,34, IN,1.3837957382202148
Feature 10433,34, traits,1.441747546195984
Feature 10443,50, more,0.5876256227493286
Feature 10445,40, I,1.116804838180542
Feature 10448,17, thread,2.2671735286712646
Feature 1045,4, at,1.1585586071014404
Feature 1045,18,re,1.1859219074249268
Feature 1045,39, In,1.1581356525421145
Feature 1045,39, work,1.222028136253357
Feature 1045,45, be,0.7132018208503723
Feature 10456,9, 2,1.05476713180542
Feature 10456,9, 3,1.244266152381897
Feature 10458,24, connected,1.718279480934143
Feature 10460,1, every,0.837017834186554
Feature 10460,3, whichever,0.8485594987869263
Feature 10460,29, except,0.7533961534500122
Feature 10460,32, one,0.9068443775177002
Feature 10460,45, also,0.6953099966049194
Feature 10461,18, know,0.8816656470298767
Feature 10461,36,TP,0.8699278831481934
Feature 10461,39, ,0.7330265641212463
Feature 10462,25, it,1.4235446453094482
Feature 10474,19, Holmes,1.9143245220184328
Feature 10474,29, hol,14.128957748413086
Feature 10475,28,io,0.9325463771820068
Feature 10476,6, solitude,2.110970020294189
Feature 10476,7, fatigue,2.7803754806518555
Feature 10476,14, mentality,2.2337911128997803
Feature 10491,6, inner,2.3365020751953125
Feature 10491,9, blood,0.5231173634529114
Feature 10491,32, gay,0.9478908777236938
Feature 10491,41, gay,0.9030402898788452
Feature 10492,22, one,1.6494195461273191
Feature 10492,32, one,1.292905569076538
Feature 10492,33, one,0.9985759854316713
Feature 10494,3, what,1.3131767511367798
Feature 10494,20, I,0.7673771381378174
Feature 10494,20, what,1.082727551460266
Feature 10495,4, given,1.114525556564331
Feature 10495,11, self,0.4788801968097687
Feature 10495,17, thread,1.905395150184632
Feature 10495,22, of,0.5607972145080566
Feature 10495,37, car,0.6104299426078796
Feature 10495,39, MB,0.6172192096710205
Feature 10498,31, dont,0.7867564558982849
Feature 10499,13, a,1.7368909120559692
Feature 10499,13, public,1.003382682800293
Feature 10499,15, enough,0.9691441059112548
Feature 10500,2, healthier,2.7704520225524902
Feature 10500,4, good,2.4559664726257324
Feature 10500,11, avid,1.433372974395752
Feature 10500,13, big,1.7816193103790283
Feature 10500,14, confirmed,2.2074694633483887
Feature 10500,14, new,2.0756282806396484
Feature 10500,19, complex,3.1998484134674072
Feature 10500,27, great,2.241761445999145
Feature 10500,33, perfect,1.1916815042495728
Feature 10500,34,ed,2.216275930404663
Feature 10500,35, bad,4.70924186706543
Feature 10500,37, abandoned,2.369515419006348
Feature 10500,37, old,1.8681979179382324
Feature 10500,43, big,3.68805742263794
Feature 10500,50, amazing,2.882933616638184
Feature 10503,29, books,9.004862785339355
Feature 10505,15, my,3.925002098083496
Feature 10505,49, my,2.2783806324005127
Feature 10505,50, your,4.209587097167969
Feature 10506,23, sound,10.313064575195312
Feature 10506,23, soundtrack,2.432882070541382
Feature 10506,31,Sounds,7.0013813972473145
Feature 10506,34, sounds,7.601830959320068
Feature 10509,20, really,0.7451320290565491
Feature 1051,21, back,7.039091110229492
Feature 1051,43, back,3.7367055416107178
Feature 10511,1, be,0.9052438735961914
Feature 10511,11, an,0.7493654489517212
Feature 10511,17, believe,0.6251331567764282
Feature 10511,25, same,0.8285452723503113
Feature 10511,25, the,1.0865755081176758
Feature 10511,30, liking,1.0920605659484863
Feature 10511,42, been,0.6417117118835449
Feature 10511,42, for,1.3753604888916016
Feature 10511,44, have,1.374650001525879
Feature 10511,44, tell,1.1214898824691772
Feature 10511,44, to,0.7944339513778687
Feature 10519,35, at,0.7593456506729126
Feature 10520,22, best,4.798238277435303
Feature 10520,33, worst,5.097362041473389
Feature 10520,50, best,2.3855888843536377
Feature 10522,33, place,6.91161060333252
Feature 10523,3, type,0.7687935829162598
Feature 10526,2,ut,2.537252902984619
Feature 10528,32, little,6.4716796875
Feature 10528,37, bit,3.0838658809661865
Feature 10528,37, little,8.400928497314453
Feature 10532,25, with,0.971526861190796
Feature 10533,13, a,1.30379319190979
Feature 10533,33, the,2.6876134872436523
Feature 10533,37, a,6.422962665557861
Feature 10533,37, little,1.0906617641448977
Feature 10533,39, your,1.1558926105499268
Feature 10540,6, inner,1.5398831367492676
Feature 10540,12, bed,0.8622328042984009
Feature 10540,26, mouth,2.572696685791016
Feature 10540,28, mouth,2.892183303833008
Feature 10541,16, fl,9.650945663452148
Feature 10542,31, is,0.622087836265564
Feature 10546,11, Im,1.1038140058517456
Feature 10546,35, Im,0.9185906052589417
Feature 10551,12,anned,1.6223220825195312
Feature 10552,1, to,7.321789741516113
Feature 10552,3, to,9.291258811950684
Feature 10552,6, to,11.798038482666016
Feature 10552,9, to,10.788519859313965
Feature 10552,11, to,5.528341293334961
Feature 10552,12, gotta,1.6870512962341309
Feature 10552,12, to,9.07512378692627
Feature 10552,12, with,1.486064314842224
Feature 10552,13, to,10.510046005249023
Feature 10552,14, to,10.914457321166992
Feature 10552,15, to,6.153956890106201
Feature 10552,19, to,7.623729705810547
Feature 10552,20, to,3.2862579822540283
Feature 10552,21, to,8.283824920654297
Feature 10552,23, to,5.627729892730713
Feature 10552,25, to,3.971854686737061
Feature 10552,28, to,4.342001914978027
Feature 10552,30, to,11.442362785339355
Feature 10552,31, to,6.675396919250488
Feature 10552,36, to,9.660332679748535
Feature 10552,39, to,11.15099811553955
Feature 10552,40, to,6.410084247589111
Feature 10552,41, to,8.861347198486328
Feature 10552,42, to,5.542697429656982
Feature 10552,43, to,6.001011848449707
Feature 10552,44, to,5.216912269592285
Feature 10552,47, to,6.170594215393066
Feature 10552,48, to,8.763264656066895
Feature 10552,49, to,11.153757095336914
Feature 10553,1, of,0.954153060913086
Feature 10553,6, of,5.430750370025635
Feature 10554,25, 4,0.8201330900192261
Feature 10554,29, The,0.8443228006362915
Feature 10554,30, Just,0.588071346282959
Feature 10554,31, The,1.250957489013672
Feature 10554,32, I,0.8416411876678467
Feature 10554,33, but,0.7250240445137024
Feature 10554,35, However,1.1314034461975098
Feature 10554,35, I,1.6668211221694946
Feature 10554,40, I,2.1053812503814697
Feature 1056,1, Sorry,0.6807060241699219
Feature 1056,3, come,0.9891859889030457
Feature 1056,3, up,0.8605977296829224
Feature 1056,5, EN,0.5565851926803589
Feature 1056,5, were,0.7669582366943359
Feature 1056,6, just,0.8678483963012695
Feature 1056,6, the,0.6373137831687927
Feature 1056,6, time,0.8202124238014221
Feature 1056,14, Hes,1.2327369451522827
Feature 1056,14, INT,0.824081540107727
Feature 1056,14, confirmed,0.823198139667511
Feature 1056,14, like,0.701884925365448
Feature 1056,14, persons,0.9646821022033693
Feature 1056,14, this,0.8340661525726318
Feature 1056,15, me,0.7175079584121704
Feature 1056,16, EN,0.8163464069366455
Feature 1056,16, I,0.6898016333580017
Feature 1056,16, all,1.3698678016662598
Feature 1056,17, I,1.2898719310760498
Feature 1056,17, ban,1.2223237752914429
Feature 1056,17, believe,0.9979315996170044
Feature 1056,17, dont,1.203670859336853
Feature 1056,17, that,0.9921072721481324
Feature 1056,17, the,0.8130510449409485
Feature 1056,17, thread,0.6906086802482605
Feature 1056,17, will,1.1505320072174072
Feature 1056,17, you,1.0271615982055664
Feature 1056,19, Perhaps,0.6976072192192078
Feature 1056,19, when,0.8118281364440918
Feature 1056,20, E,0.8246482610702515
Feature 1056,20, I,0.8594261407852173
Feature 1056,21, After,1.008034348487854
Feature 1056,21, That,0.9465537071228028
Feature 1056,21, was,1.413561224937439
Feature 1056,21, what,0.8374531269073486
Feature 1056,22, You,1.2342820167541504
Feature 1056,22, are,1.094625473022461
Feature 1056,22, guys,1.199678659439087
Feature 1056,22, really,0.7894346117973328
Feature 1056,23, did,1.1974691152572632
